ID,Name,Height,Weight,Age,Sex,Profession,Salary,Количество Машин
10322,Шаровa Роза,171.0,56.0,61,ж,бухгалтер,22000,1
10323,Зыковa Искра,183.0,76.0,70,ж,программист,222000,0
10324,Комиссаровa Мира,166.0,46.0,86,ж,сантехник,473000,0
10325,Кулагинa Виталия,168.0,62.0,37,ж,программист,292000,1
10326,Никифоровa Ляля,167.0,59.0,44,ж,автослесарь,20000,0
10327,Лебедевa Венера,156.0,60.0,63,ж,врач,497000,0
10328,Шаровa Стелла,160.0,45.0,35,ж,программист,144000,3
10329,Зыковa Дарья,171.0,40.0,37,ж,сантехник,349000,0
10330,Вороновa Алекса,167.0,73.0,83,ж,инженер,205000,1
10332,Козловa Лилия,173.0,73.0,46,ж,студент,48000,0
10333,Шаровa Дарина,174.0,65.0,71,ж,студент,485000,1
10334,Фомичёвa Ангелина,160.0,78.0,88,ж,инженер,453000,0
10335,Егоровa Виолетта,178.0,45.0,47,ж,продавец,165000,2
10336,Андреевa Светлана,162.0,49.0,85,ж,инженер,13000,0
10337,Новиковa Илона,179.0,60.0,34,ж,продавец,426000,1
10338,Гуляевa Инна,178.0,46.0,45,ж,бухгалтер,81000,0
10339,Юдинa Раяна,168.0,61.0,60,ж,преподаватель,361000,1
10340,Алексеевa Лия,177.0,62.0,83,ж,продавец,89000,0
10341,Шубинa Алевтина,166.0,66.0,89,ж,студент,236000,0
10342,Филатовa Алевтина,166.0,72.0,56,ж,сантехник,166000,2
10343,Котовa Виталина,163.0,64.0,72,ж,программист,276000,0
10344,Бобровa Инесса,178.0,52.0,25,ж,автослесарь,279000,0
10345,Зуевa Глафира,178.0,46.0,63,ж,автослесарь,478000,0
10346,Ефремовa Глафира,173.0,61.0,41,ж,бухгалтер,80000,1
10347,Рябовa Илона,159.0,52.0,41,ж,сантехник,252000,0
10348,Большаковa Владислава,155.0,53.0,60,ж,сантехник,465000,1
10349,Ждановa Лара,184.0,66.0,51,ж,сантехник,160000,0
10350,Харитоновa Дора,167.0,66.0,58,ж,студент,386000,0
10351,Ковалёвa Алеся,177.0,61.0,62,ж,инженер,496000,0
10352,Григорьевa Ира,179.0,75.0,68,ж,сантехник,428000,0
10353,Гордеевa Фаина,179.0,72.0,40,ж,автослесарь,298000,0
10355,Наумовa Калерия,168.0,51.0,59,ж,бухгалтер,354000,0
10358,Тихоновa Валерия,170.0,71.0,29,ж,сантехник,362000,0
10359,Константиновa Калерия,164.0,50.0,84,ж,студент,160000,2
10360,Ситниковa Милада,156.0,72.0,62,ж,сантехник,491000,1
10361,Рожковa Карина,173.0,61.0,68,ж,автослесарь,16000,0
10362,Мельниковa Стелла,178.0,61.0,68,ж,бухгалтер,235000,0
10363,Капустинa Аделина,155.0,67.0,40,ж,врач,168000,3
10364,Ждановa Тамила,155.0,40.0,37,ж,преподаватель,300000,0
10365,Пахомовa Стефания,159.0,77.0,46,ж,инженер,120000,1
10366,Герасимовa Валентина,171.0,59.0,28,ж,продавец,118000,0
10368,Ларионовa Ксения,181.0,53.0,76,ж,программист,408000,1
10369,Кудрявцевa Виолетта,163.0,56.0,45,ж,преподаватель,289000,0
10370,Новиковa Макария,155.0,73.0,39,ж,студент,374000,1
10371,Марковa Юния,183.0,55.0,82,ж,продавец,416000,1
10372,Мышкинa Ляля,163.0,58.0,71,ж,автослесарь,424000,0
10373,Веселовa Кристина,173.0,73.0,53,ж,преподаватель,436000,1
10374,Бобровa Вилена,181.0,46.0,31,ж,преподаватель,307000,0
10375,Орловa Эвелина,175.0,75.0,39,ж,бухгалтер,494000,1
10376,Юдинa Стефания,161.0,52.0,75,ж,продавец,87000,0
10377,Роговa Алсу,172.0,45.0,22,ж,преподаватель,107000,0
10378,Анисимовa Алсу,156.0,47.0,39,ж,программист,86000,1
10379,Панфиловa Алевтина,179.0,63.0,19,ж,студент,123000,1
10380,Горшковa Юлия,173.0,69.0,87,ж,сантехник,451000,0
10381,Новиковa Роксана,182.0,45.0,60,ж,программист,160000,0
10382,Крыловa Вета,159.0,55.0,52,ж,сантехник,417000,2
10383,Марковa Эрика/div>,164.0,52.0,28,ж,инженер,356000,1
10384,Галкинa Есения,171.0,66.0,49,ж,студент,436000,0
10385,Беляевa Ира,175.0,44.0,20,ж,сантехник,22000,0
10386,Беляевa Ксения,179.0,76.0,50,ж,инженер,67000,0
10387,Ильинa Эльза,174.0,53.0,39,ж,студент,361000,3
10388,Шашковa Таяна,162.0,67.0,79,ж,инженер,52000,1
10389,Денисовa Валерия,157.0,57.0,54,ж,инженер,474000,0
10390,Силинa Изабелла,158.0,67.0,85,ж,автослесарь,485000,1
10391,Селезнёвa Маргарита,156.0,44.0,18,ж,сантехник,149000,0
10392,Моисеевa Анжела,170.0,54.0,48,ж,бухгалтер,22000,1
10393,Власовa Рада,170.0,50.0,44,ж,преподаватель,335000,0
10394,Самсоновa Бронислава,165.0,75.0,23,ж,бухгалтер,127000,1
10395,Никитинa Эмма,180.0,56.0,69,ж,преподаватель,28000,0
10396,Романовa Карина,167.0,68.0,78,ж,сантехник,462000,1
10397,Дорофеевa Ульяна,178.0,53.0,53,ж,программист,391000,1
10398,Исаевa Аэлита,178.0,50.0,81,ж,бухгалтер,394000,1
10399,Исаевa Ольга,179.0,72.0,50,ж,автослесарь,465000,1
10400,Анисимовa Ксения,166.0,79.0,26,ж,врач,464000,1
10401,Ларионовa Амелия,174.0,71.0,84,ж,бухгалтер,357000,0
10402,Трофимовa Раиса,172.0,74.0,70,ж,преподаватель,147000,0
10404,Носковa Вера,175.0,74.0,40,ж,продавец,233000,0
10405,Колесниковa Устинья,181.0,72.0,62,ж,автослесарь,195000,2
10406,Прохоровa Магдалина,169.0,74.0,72,ж,врач,259000,0
10407,Никоновa Ефросинья,156.0,55.0,34,ж,студент,386000,1
10408,Моисеевa Аделия,175.0,53.0,65,ж,преподаватель,213000,0
10409,Федотовa Альбина,174.0,78.0,73,ж,бухгалтер,498000,0
10410,Мышкинa Искра,180.0,53.0,59,ж,инженер,29000,0
10411,Яковлевa Аделина,159.0,42.0,71,ж,преподаватель,360000,0
10412,Фадеевa Каролина,184.0,79.0,57,ж,студент,306000,1
10413,Ореховa София,169.0,73.0,33,ж,сантехник,294000,1
10414,Фомичёвa Милена,176.0,46.0,19,ж,преподаватель,367000,1
10415,Игнатьевa Валентина,163.0,40.0,27,ж,бухгалтер,440000,0
10416,Громовa Цветана,179.0,59.0,62,ж,преподаватель,292000,0
10417,Белозёровa Богдана,175.0,74.0,27,ж,автослесарь,345000,0
10418,Петровa Дина,173.0,50.0,86,ж,автослесарь,430000,0
10419,Крюковa Наталия,176.0,48.0,78,ж,студент,467000,0
10420,Копыловa Ирина,173.0,47.0,64,ж,сантехник,471000,1
10421,Куликовa Илга,182.0,72.0,54,ж,преподаватель,152000,0
10422,Большаковa Лидия,178.0,51.0,48,ж,продавец,454000,0
10424,Максимовa Марина,175.0,78.0,35,ж,автослесарь,254000,0
10425,Дорофеевa Тамара,159.0,64.0,21,ж,бухгалтер,82000,0
10426,Меркушевa Аэлита,162.0,75.0,76,ж,врач,461000,0
10427,Мышкинa Оксана,155.0,49.0,73,ж,врач,493000,0
10428,Титовa Агата,170.0,73.0,37,ж,студент,421000,0
10429,Воронцовa Ира,160.0,65.0,47,ж,инженер,306000,2
10430,Рожковa Василиса,161.0,48.0,35,ж,автослесарь,252000,2
10431,Ситниковa Алиса,162.0,65.0,88,ж,студент,418000,0
10432,Панфиловa Ирина,179.0,67.0,55,ж,программист,483000,1
10433,Некрасовa Аделина,184.0,56.0,36,ж,программист,484000,0
10434,Савинa Янина,164.0,76.0,86,ж,врач,418000,0
10435,Ждановa Лолита,163.0,43.0,55,ж,врач,368000,0
10436,Копыловa Гертруда,169.0,63.0,29,ж,автослесарь,210000,0
10437,Сухановa Иллирика,180.0,54.0,78,ж,врач,477000,1
10438,Стрелковa Цагана,159.0,73.0,76,ж,инженер,223000,0
10439,Кузьминa Клавдия,164.0,41.0,30,ж,программист,84000,1
10440,Гурьевa Арина,169.0,56.0,70,ж,программист,281000,0
10441,Бирюковa Валентина,164.0,48.0,48,ж,инженер,54000,1
10442,Хохловa Ольга,168.0,53.0,23,ж,преподаватель,75000,0
10443,Лобановa Луиза,175.0,50.0,65,ж,сантехник,399000,0
10444,Казаковa Наталия,177.0,68.0,26,ж,автослесарь,406000,0
10445,Барановa Мария,161.0,75.0,23,ж,бухгалтер,100000,0
10446,Рожковa Виктория,155.0,49.0,60,ж,врач,183000,0
10447,Ефремовa Ада,166.0,75.0,46,ж,студент,486000,0
10448,Харитоновa Леся,164.0,62.0,74,ж,продавец,458000,0
10449,Колесниковa Агафия,161.0,49.0,81,ж,бухгалтер,154000,2
10450,Шараповa Магдалина,171.0,50.0,86,ж,преподаватель,145000,0
10451,Некрасовa Вилена,167.0,59.0,61,ж,инженер,346000,1
10454,Шестаковa Дария,159.0,60.0,76,ж,бухгалтер,448000,0
10455,Брагинa Инна,173.0,48.0,34,ж,продавец,407000,1
10457,Рябовa Стефания,166.0,62.0,28,ж,сантехник,499000,0
10459,Лапинa Раиса,168.0,55.0,37,ж,программист,302000,1
10460,Гусевa Регина,155.0,41.0,55,ж,программист,54000,2
10461,Лапинa Ираида,164.0,68.0,43,ж,сантехник,183000,0
10463,Зайцевa Надежда,166.0,42.0,31,ж,сантехник,454000,0
10464,Горбачёвa Ляля,173.0,52.0,34,ж,бухгалтер,54000,2
10465,Харитоновa Милада,160.0,63.0,60,ж,автослесарь,28000,1
10467,Якушевa Евдокия,178.0,46.0,39,ж,сантехник,119000,1
10468,Бирюковa Роза,175.0,56.0,72,ж,сантехник,446000,0
10469,Пестовa Аэлита,175.0,66.0,53,ж,бухгалтер,233000,1
10471,Новиковa Дария,171.0,78.0,76,ж,студент,221000,0
10472,Константиновa Гертруда,180.0,47.0,70,ж,бухгалтер,382000,0
10473,Семёновa Светлана,178.0,42.0,25,ж,преподаватель,175000,3
10474,Петуховa Екатерина,158.0,71.0,73,ж,сантехник,416000,1
10475,Ларионовa Адель,164.0,61.0,29,ж,инженер,60000,2
10476,Егоровa Аделаида,179.0,68.0,63,ж,студент,122000,1
10477,Носковa Анжела,173.0,64.0,54,ж,продавец,456000,1
10478,Филатовa Серафима,173.0,68.0,68,ж,инженер,163000,2
10479,Савельевa Алекса,176.0,72.0,39,ж,врач,188000,2
10480,Муравьёвa Диана,171.0,57.0,29,ж,программист,161000,2
10481,Моисеевa Евдокия,162.0,67.0,28,ж,продавец,143000,0
10482,Силинa Нина,182.0,52.0,44,ж,сантехник,266000,0
10483,Носовa Зоряна,182.0,46.0,41,ж,студент,372000,1
10484,Самсоновa Илона,155.0,75.0,56,ж,врач,343000,1
10485,Громовa Милада,162.0,67.0,35,ж,автослесарь,324000,1
10486,Александровa Рената,157.0,73.0,28,ж,студент,496000,0
10487,Ивановa Ада,183.0,71.0,62,ж,бухгалтер,224000,4
10488,Наумовa Вета,156.0,67.0,74,ж,автослесарь,379000,0
10489,Степановa Пелагея,170.0,77.0,67,ж,студент,407000,0
10490,Кулагинa Лара,180.0,65.0,33,ж,инженер,421000,1
10491,Никоновa Агнесса,160.0,41.0,28,ж,инженер,178000,0
10492,Мышкинa Агата,164.0,78.0,23,ж,врач,341000,0
10493,Ершовa Аделия,157.0,44.0,59,ж,студент,303000,0
10494,Никифоровa Алёна,181.0,59.0,44,ж,врач,67000,1
10495,Никитинa Елена,183.0,78.0,66,ж,преподаватель,222000,3
10496,Петровa Евгения,165.0,54.0,44,ж,инженер,198000,1
10497,Муравьёвa Агафья,176.0,43.0,84,ж,автослесарь,360000,0
10498,Филипповa Надежда,170.0,61.0,61,ж,бухгалтер,359000,0
10499,Зиновьевa Милена,178.0,78.0,30,ж,врач,416000,0
10500,Костинa Софья,172.0,65.0,51,ж,сантехник,187000,2
10501,Новиковa Роза,161.0,45.0,75,ж,бухгалтер,470000,0
10502,Туровa Капитолина,176.0,49.0,60,ж,преподаватель,42000,1
10504,Молчановa Эльвира,171.0,63.0,36,ж,сантехник,337000,0
10505,Горшковa Искра,178.0,64.0,82,ж,инженер,365000,0
10506,Воробьёвa Эмма,159.0,42.0,48,ж,сантехник,444000,0
10507,Бобылёвa Ульяна,165.0,63.0,78,ж,бухгалтер,324000,0
10508,Поповa Ярина,168.0,60.0,23,ж,бухгалтер,212000,0
10509,Овчинниковa Людмила,175.0,53.0,85,ж,бухгалтер,97000,2
10510,Марковa Есения,165.0,65.0,32,ж,врач,388000,1
10511,Уваровa Варвара,167.0,68.0,31,ж,продавец,205000,1
10513,Дьячковa Анжелика,178.0,48.0,32,ж,автослесарь,64000,1
10514,Наумовa Лукерья,172.0,40.0,74,ж,инженер,427000,1
10515,Беспаловa Элина,174.0,41.0,18,ж,студент,454000,1
10516,Сысоевa Кристина,179.0,74.0,84,ж,сантехник,256000,0
10517,Шиловa Калерия,178.0,66.0,56,ж,сантехник,366000,0
10518,Пестовa Софья,176.0,50.0,73,ж,врач,257000,0
10519,Моисеевa Диана,157.0,65.0,23,ж,программист,168000,0
10520,Пестовa Макария,174.0,46.0,38,ж,бухгалтер,287000,0
10521,Рожковa Эмма,180.0,74.0,78,ж,инженер,431000,1
10522,Ковалёвa Авдотья,174.0,52.0,52,ж,инженер,442000,1
10523,Макаровa Злата,158.0,64.0,20,ж,бухгалтер,219000,2
10525,Лебедевa Олеся,174.0,56.0,48,ж,инженер,418000,0
10526,Медведевa Анастасия,173.0,65.0,80,ж,инженер,353000,0
10527,Фоминa Екатерина,169.0,62.0,22,ж,продавец,229000,0
10528,Лаврентьевa Ираида,170.0,71.0,80,ж,сантехник,465000,1
10529,Беляевa Любовь,165.0,55.0,45,ж,программист,259000,0
10530,Лобановa Ангелина,161.0,53.0,24,ж,программист,406000,0
10531,Крюковa Лилия,160.0,42.0,83,ж,студент,230000,1
10532,Ореховa Иоанна,175.0,63.0,33,ж,студент,330000,3
10533,Наумовa Аделаида,169.0,49.0,21,ж,автослесарь,494000,1
10534,Третьяковa Полина,174.0,71.0,68,ж,продавец,162000,2
10535,Поповa Лада,155.0,57.0,58,ж,продавец,182000,0
10536,Одинцовa Платонида,163.0,67.0,47,ж,автослесарь,20000,1
10537,Бобровa Есения,171.0,72.0,56,ж,сантехник,365000,3
10539,Исаевa Надежда,179.0,60.0,52,ж,автослесарь,133000,0
10540,Бобровa Элеонора,172.0,46.0,70,ж,студент,414000,0
10541,Поляковa Милица,174.0,46.0,19,ж,бухгалтер,391000,1
10542,Дроздовa Евгения,179.0,55.0,22,ж,врач,264000,2
10543,Симоновa Карина,159.0,62.0,63,ж,бухгалтер,478000,1
10544,Елисеевa Тамара,178.0,66.0,79,ж,продавец,494000,1
10545,Соловьёвa Алевтина,176.0,75.0,58,ж,инженер,238000,1
10546,Матвеевa Виктория,155.0,64.0,75,ж,автослесарь,366000,1
10547,Моисеевa Нора,171.0,58.0,38,ж,автослесарь,378000,1
10548,Ильинa Эмма,162.0,55.0,32,ж,сантехник,396000,0
10550,Калининa Магдалена,164.0,79.0,61,ж,программист,422000,1
10551,Никифоровa Виктория,158.0,68.0,57,ж,программист,234000,0
10552,Королёвa Татьяна,162.0,57.0,54,ж,автослесарь,91000,1
10553,Лыткинa Рита,169.0,45.0,53,ж,бухгалтер,199000,0
10555,Носковa Римма,179.0,62.0,77,ж,студент,341000,0
10556,Барановa Влада,181.0,41.0,48,ж,бухгалтер,316000,1
10557,Носовa Аврора,176.0,73.0,21,ж,продавец,411000,0
10558,Мухинa Римма,175.0,71.0,86,ж,программист,449000,0
10559,Черновa Анжела,158.0,58.0,76,ж,преподаватель,391000,0
10560,Пахомовa Амелия,168.0,53.0,71,ж,инженер,122000,1
10561,Захаровa Дария,169.0,75.0,25,ж,инженер,453000,1
10562,Гусевa Рита,173.0,79.0,74,ж,инженер,291000,0
10563,Павловa Каролина,177.0,76.0,30,ж,бухгалтер,319000,1
10564,Кудряшовa Ульяна,182.0,54.0,29,ж,бухгалтер,258000,0
10565,Ореховa Эльвира,165.0,79.0,86,ж,инженер,176000,1
10566,Анисимовa Милана,160.0,58.0,48,ж,инженер,27000,0
10567,Устиновa Антонина,159.0,57.0,56,ж,бухгалтер,494000,2
10569,Нестеровa Надежда,180.0,59.0,41,ж,сантехник,17000,0
10570,Третьяковa Акулина,159.0,61.0,34,ж,бухгалтер,300000,0
10571,Лыткинa Вероника,168.0,73.0,30,ж,студент,311000,1
10572,Роговa Рита,155.0,53.0,56,ж,преподаватель,134000,0
10573,Юдинa Ванда,160.0,45.0,41,ж,студент,412000,0
10574,Савельевa Дария,173.0,73.0,81,ж,программист,483000,0
10575,Филипповa Евдокия,182.0,48.0,75,ж,студент,291000,2
10576,Сидоровa Фаина,179.0,46.0,69,ж,сантехник,416000,1
10577,Кононовa Илона,168.0,48.0,88,ж,врач,395000,3
10578,Мамонтовa Юлиана,169.0,60.0,80,ж,сантехник,333000,0
10579,Цветковa Антонина,160.0,49.0,23,ж,программист,378000,0
10580,Вороновa Лилия,181.0,41.0,21,ж,продавец,345000,0
10581,Никитинa Изабелла,181.0,79.0,81,ж,бухгалтер,294000,1
10582,Устиновa Марьяна,174.0,49.0,43,ж,сантехник,353000,1
10583,Беляковa Лика,182.0,71.0,67,ж,автослесарь,74000,0
10584,Корниловa Алекса,159.0,74.0,68,ж,студент,399000,0
10585,Гавриловa Алиса,176.0,66.0,35,ж,автослесарь,341000,0
10586,Ждановa Кристина,155.0,71.0,57,ж,врач,166000,2
10587,Щербаковa Венера,157.0,60.0,65,ж,сантехник,404000,0
10588,Виноградовa Каролина,168.0,46.0,36,ж,инженер,284000,1
10589,Шашковa Агафья,180.0,49.0,86,ж,студент,368000,0
10590,Блиновa Валентина,155.0,43.0,66,ж,бухгалтер,178000,1
10591,Копыловa Анисья,164.0,50.0,61,ж,сантехник,478000,1
10592,Беляевa Таяна,183.0,72.0,58,ж,программист,485000,0
10593,Романовa Наталья,169.0,52.0,61,ж,инженер,275000,0
10594,Моисеевa Леся,162.0,70.0,58,ж,программист,411000,0
10595,Петровa Ольга,179.0,67.0,20,ж,преподаватель,283000,1
10596,Устиновa Юлия,174.0,48.0,86,ж,программист,418000,0
10597,Кулагинa Есения,159.0,44.0,78,ж,студент,451000,2
10598,Ситниковa Домника,167.0,45.0,69,ж,инженер,457000,0
10599,Гуляевa Валентина,181.0,68.0,40,ж,бухгалтер,191000,1
10600,Уваровa Аэлита,160.0,47.0,70,ж,студент,413000,0
10601,Марковa Стелла,157.0,52.0,63,ж,сантехник,140000,0
10602,Костинa Стефания,159.0,53.0,44,ж,программист,375000,0
10604,Поляковa Капитолина,182.0,61.0,40,ж,преподаватель,86000,0
10605,Гусевa Ева,173.0,46.0,86,ж,бухгалтер,438000,2
10606,Зиновьевa Варвара,180.0,66.0,23,ж,программист,42000,2
10607,Веселовa Ярослава,171.0,66.0,47,ж,программист,391000,0
10608,Даниловa Виталина,173.0,54.0,62,ж,инженер,499000,1
10609,Котовa Иоанна,177.0,53.0,82,ж,инженер,257000,2
10610,Макаровa Рита,165.0,77.0,55,ж,сантехник,261000,1
10611,Силинa Александрина,168.0,73.0,75,ж,врач,203000,1
10612,Фоминa Устинья,183.0,76.0,42,ж,продавец,493000,0
10613,Гордеевa Марианна,178.0,46.0,31,ж,преподаватель,409000,1
10614,Зайцевa Эмилия,178.0,79.0,84,ж,преподаватель,440000,1
10615,Петуховa Инна,160.0,40.0,79,ж,сантехник,344000,2
10618,Лапинa Милада,161.0,53.0,32,ж,инженер,480000,1
10619,Устиновa Ада,163.0,55.0,67,ж,инженер,285000,1
10621,Ширяевa Эмма,157.0,50.0,65,ж,автослесарь,60000,0
10622,Ивановa Василина,166.0,54.0,40,ж,инженер,179000,2
10623,Лапинa Виолетта,174.0,72.0,62,ж,инженер,67000,0
10624,Константиновa Милена,161.0,54.0,61,ж,бухгалтер,402000,1
10625,Туровa Карина,170.0,62.0,41,ж,врач,497000,0
10626,Антоновa Василиса,162.0,44.0,80,ж,преподаватель,351000,0
10627,Фоминa Устинья,164.0,68.0,78,ж,врач,139000,1
10628,Захаровa Яна,171.0,74.0,70,ж,инженер,355000,1
10629,Вишняковa Арина,170.0,70.0,71,ж,врач,241000,0
10630,Потаповa Серафима,173.0,44.0,18,ж,преподаватель,205000,1
10631,Роговa Стелла,162.0,55.0,56,ж,студент,308000,0
10632,Калашниковa Аделина,163.0,46.0,83,ж,продавец,419000,2
10633,Одинцовa Нина,165.0,40.0,53,ж,бухгалтер,235000,0
10634,Ермаковa Эмилия,178.0,68.0,40,ж,продавец,398000,2
10635,Захаровa Антонина,168.0,63.0,70,ж,инженер,74000,1
10636,Власовa Милада,181.0,56.0,32,ж,студент,66000,0
10637,Молчановa Милада,163.0,43.0,67,ж,автослесарь,432000,2
10638,Евсеевa Мира,173.0,57.0,49,ж,преподаватель,484000,1
10639,Сидоровa Арина,178.0,74.0,60,ж,бухгалтер,390000,0
10640,Ефимовa Виолетта,175.0,62.0,89,ж,инженер,296000,0
10641,Хохловa Анисья,166.0,43.0,46,ж,врач,239000,0
10642,Власовa Алеся,169.0,62.0,45,ж,продавец,113000,2
10643,Мышкинa Лукерья,162.0,69.0,67,ж,студент,100000,1
10646,Нестеровa Евдокия,165.0,75.0,79,ж,автослесарь,160000,0
10647,Беловa Майя,163.0,50.0,52,ж,сантехник,295000,0
10648,Шаровa Тамара,181.0,76.0,34,ж,программист,122000,0
10649,Сафоновa Дина,165.0,75.0,34,ж,продавец,336000,1
10650,Романовa Юлиана,165.0,63.0,35,ж,врач,423000,1
10651,Юдинa Зоряна,173.0,53.0,80,ж,преподаватель,283000,1
10652,Константиновa Магдалена,182.0,45.0,86,ж,бухгалтер,419000,1
10653,Евсеевa Мария,182.0,79.0,27,ж,инженер,95000,1
10655,Логиновa Нинель,182.0,57.0,69,ж,бухгалтер,60000,1
10656,Кулагинa Мирра,155.0,75.0,71,ж,врач,440000,2
10657,Щукинa Мира,177.0,66.0,74,ж,инженер,487000,1
10658,Воронцовa Агнесса,182.0,64.0,74,ж,автослесарь,42000,1
10659,Беляковa Алина,172.0,68.0,61,ж,преподаватель,239000,2
10660,Кузьминa Марина,160.0,61.0,88,ж,автослесарь,327000,0
10661,Носковa Ефросинья,162.0,62.0,33,ж,инженер,247000,0
10662,Зыковa Нелли,168.0,61.0,26,ж,продавец,325000,0
10663,Авдеевa Ника,177.0,70.0,56,ж,продавец,231000,0
10664,Фадеевa Ксения,167.0,63.0,79,ж,инженер,498000,1
10665,Лебедевa Лада,176.0,70.0,56,ж,программист,484000,1
10667,Тимофеевa Лада,166.0,75.0,61,ж,автослесарь,90000,2
10668,Зиновьевa Гелла,167.0,77.0,48,ж,сантехник,187000,2
10669,Ждановa Василина,182.0,58.0,71,ж,преподаватель,239000,0
10670,Исаковa Нина,182.0,65.0,42,ж,сантехник,241000,3
10671,Аксёновa Виола,172.0,48.0,21,ж,инженер,88000,1
10672,Павловa Роза,161.0,79.0,68,ж,продавец,203000,0
10674,Александровa Ника,168.0,47.0,68,ж,преподаватель,445000,0
10675,Мясниковa Кира,172.0,66.0,81,ж,сантехник,487000,0
10677,Герасимовa Нора,170.0,60.0,18,ж,продавец,290000,0
10678,Ильинa Макария,166.0,63.0,86,ж,врач,252000,0
10679,Мартыновa Влада,182.0,51.0,51,ж,бухгалтер,232000,0
10680,Гордеевa Ася,181.0,72.0,66,ж,программист,281000,1
10681,Корниловa Нина,162.0,44.0,57,ж,студент,172000,1
10682,Королёвa Ольга,155.0,47.0,36,ж,инженер,44000,1
10683,Морозовa Валентина,168.0,55.0,87,ж,бухгалтер,134000,0
10684,Киселёвa Милена,178.0,73.0,60,ж,студент,158000,2
10685,Рыбаковa Вилена,178.0,41.0,61,ж,инженер,111000,0
10686,Сысоевa Анисья,168.0,57.0,50,ж,инженер,330000,1
10687,Поляковa Павлина,156.0,57.0,24,ж,бухгалтер,32000,0
10690,Назаровa Русалина,180.0,50.0,87,ж,программист,181000,0
10691,Исаевa Алла,176.0,75.0,68,ж,программист,368000,1
10692,Щукинa Галина,180.0,75.0,62,ж,автослесарь,164000,0
10693,Кононовa Арина,162.0,65.0,81,ж,продавец,200000,1
10695,Мясниковa Фрида,155.0,56.0,77,ж,инженер,435000,1
10696,Панфиловa Рита,175.0,74.0,84,ж,сантехник,82000,1
10697,Исаевa Евгения,176.0,45.0,76,ж,студент,105000,0
10698,Лазаревa Алиса,166.0,75.0,72,ж,студент,315000,1
10699,Петровa Россияна,167.0,45.0,66,ж,сантехник,32000,0
10700,Горбуновa Павлина,156.0,60.0,47,ж,продавец,454000,0
10701,Давыдовa Евдокия,184.0,47.0,37,ж,продавец,231000,0
10702,Третьяковa Юлия,168.0,54.0,30,ж,автослесарь,157000,1
10703,Шестаковa Инесса,180.0,44.0,44,ж,инженер,275000,2
10704,Галкинa Полина,173.0,72.0,83,ж,бухгалтер,157000,3
10705,Галкинa Эльвира,168.0,51.0,49,ж,сантехник,432000,0
10706,Авдеевa Ира,156.0,53.0,21,ж,программист,393000,0
10707,Рябовa Инга,166.0,44.0,81,ж,преподаватель,214000,0
10708,Поляковa Оксана,174.0,77.0,83,ж,бухгалтер,105000,1
10709,Новиковa Капитолина,177.0,44.0,38,ж,студент,195000,2
10710,Фомичёвa Роза,176.0,62.0,76,ж,студент,32000,0
10711,Логиновa Магдалина,155.0,52.0,58,ж,инженер,135000,0
10712,Игнатьевa Марфа,161.0,42.0,31,ж,программист,11000,2
10713,Аксёновa Ульяна,179.0,50.0,50,ж,бухгалтер,243000,0
10715,Даниловa Владана,158.0,41.0,22,ж,автослесарь,358000,1
10716,Туровa Русалина,182.0,52.0,53,ж,сантехник,281000,2
10717,Соловьёвa Нинель,180.0,79.0,35,ж,студент,324000,1
10718,Трофимовa Дария,163.0,76.0,69,ж,студент,84000,1
10719,Шестаковa Элеонора,172.0,79.0,65,ж,инженер,25000,0
10720,Гришинa Анжела,164.0,40.0,87,ж,преподаватель,114000,0
10721,Давыдовa Руслана,174.0,61.0,79,ж,сантехник,269000,1
10722,Агафоновa Есения,167.0,78.0,57,ж,инженер,206000,0
10723,Афанасьевa Анна,179.0,66.0,39,ж,автослесарь,32000,0
10725,Устиновa Римма,164.0,64.0,85,ж,программист,149000,1
10726,Лаврентьевa Аделаида,170.0,72.0,21,ж,врач,302000,0
10727,Гавриловa Агата,168.0,72.0,58,ж,преподаватель,200000,1
10728,Пестовa Валерия,175.0,62.0,73,ж,продавец,138000,1
10729,Кулаковa Иветта,160.0,42.0,72,ж,автослесарь,192000,0
10730,Ермаковa Полина,164.0,66.0,73,ж,преподаватель,241000,0
10731,Кулагинa Яна,172.0,43.0,73,ж,автослесарь,306000,1
10732,Сафоновa Бронислава,163.0,76.0,55,ж,бухгалтер,323000,0
10733,Терентьевa Наталия,168.0,65.0,43,ж,инженер,19000,2
10734,Стрелковa Зоя,171.0,75.0,72,ж,преподаватель,131000,0
10735,Белозёровa Тамила,159.0,76.0,24,ж,сантехник,104000,0
10736,Котовa Лина,177.0,61.0,47,ж,врач,177000,0
10737,Родионовa Вера,172.0,41.0,61,ж,сантехник,69000,0
10738,Тихоновa Агния,175.0,48.0,80,ж,сантехник,97000,1
10739,Архиповa Мирослава,160.0,64.0,25,ж,врач,227000,0
10741,Иванковa Юлия,180.0,75.0,21,ж,инженер,107000,1
10742,Фомичёвa Вета,160.0,51.0,52,ж,автослесарь,115000,1
10743,Гавриловa Анжела,165.0,41.0,63,ж,инженер,92000,1
10744,Киселёвa Тамила,181.0,79.0,43,ж,автослесарь,231000,0
10745,Субботинa Мира,178.0,70.0,57,ж,инженер,106000,0
10746,Моисеевa Лина,180.0,52.0,41,ж,продавец,338000,1
10747,Фоминa Нина,162.0,55.0,85,ж,врач,483000,0
